,high,low,open,close,volume,adjclose,formatted_date,pct,rolling3,var3,covar3,beta3,var10,covar10,beta10,rolling1,rolling20,var20,covar20,beta20,rolling30,var30,covar30,beta30,rolling50,varfifty,covarfifty,betafifty,rolling250,var250,covar250,beta250
0,2571.419921875,2407.530029296875,2457.77001953125,2475.56005859375,8300010000,2475.56005859375,2020-03-25,0.011535011448221999,0.011535011448221999,0.0,0.0,0.0,0.0,0.0,0.0,0.011535011448221999,0.011535011448221999,0.0,0.0,0.0,0.011535011448221999,0.0,0.0,0.0,0.011535011448221999,0.0,0.0,0.0,0.011535011448221999,0.0,0.0,0.0
1,2615.909912109375,2520.02001953125,2555.8701171875,2541.469970703125,6201670000,2541.469970703125,2020-03-27,-0.033687352562252526,0.013420607396615436,0.002311541942002427,0.002311541942002427,1.0,0.0,0.0,0.0,0.013420607396615436,0.013420607396615436,0.0,0.0,0.0,0.013420607396615436,0.0,0.0,0.0,0.013420607396615436,0.0,0.0,0.0,0.013420607396615436,0.0,0.0,0.0
2,2631.800048828125,2545.280029296875,2558.97998046875,2626.64990234375,5751120000,2626.64990234375,2020-03-30,0.03351600948370015,0.02074760674177482,0.0024311494193769833,0.0024311494193769833,1.0,0.0,0.0,0.0,0.018444457918386614,0.018444457918386614,0.0,0.0,0.0,0.018444457918386614,0.0,0.0,0.0,0.018444457918386614,0.0,0.0,0.0,0.018444457918386614,0.0,0.0,0.0
3,2641.389892578125,2571.14990234375,2614.68994140625,2584.590087890625,6576210000,2584.590087890625,2020-03-31,-0.016012721914555605,-0.0053946883310359945,0.0012136299454554107,0.0012136299454554107,1.0,0.0,0.0,0.0,0.01155302195179817,0.01155302195179817,0.0,0.0,0.0,0.01155302195179817,0.0,0.0,0.0,0.01155302195179817,0.0,0.0,0.0,0.01155302195179817,0.0,0.0,0.0
4,2522.75,2447.489990234375,2498.080078125,2470.5,5964000000,2470.5,2020-04-01,-0.04414243033166543,-0.008879714254173629,0.0015458681673514905,0.0015458681673514902,0.9999999999999999,0.0,0.0,0.0,0.002270446571220904,0.002270446571220904,0.0,0.0,0.0,0.002270446571220904,0.0,0.0,0.0,0.002270446571220904,0.0,0.0,0.0,0.002270446571220904,0.0,0.0,0.0
5,2533.219970703125,2455.7900390625,2458.5400390625,2526.89990234375,6464190000,2526.89990234375,2020-04-02,0.02282934723487151,-0.012441935003783175,0.001130867636977033,0.0011308676369770328,0.9999999999999998,0.0,0.0,0.0,0.005207432380313848,0.005207432380313848,0.0,0.0,0.0,0.005207432380313848,0.0,0.0,0.0,0.005207432380313848,0.0,0.0,0.0,0.005207432380313848,0.0,0.0,0.0
6,2538.179931640625,2459.9599609375,2514.919921875,2488.64990234375,6096970000,2488.64990234375,2020-04-03,-0.015137125124949469,-0.012150069407247796,0.0011279966240009159,0.0011279966240009159,1.0,0.0,0.0,0.0,0.0026643626921559332,0.0026643626921559332,0.0,0.0,0.0,0.0026643626921559332,0.0,0.0,0.0,0.0026643626921559332,0.0,0.0,0.0,0.0026643626921559332,0.0,0.0,0.0
7,2756.889892578125,2657.669921875,2738.64990234375,2659.409912109375,7050410000,2659.409912109375,2020-04-07,-0.0016030527844311804,0.017863713581123302,0.0021104299649937794,0.00211042996499378,1.0000000000000002,0.0014867005463708725,0.0014867005463708722,0.9999999999999999,0.009004316740556684,0.009004316740556684,0.0,0.0,0.0,0.009004316740556684,0.0,0.0,0.0,0.009004316740556684,0.0,0.0,0.0,0.009004316740556684,0.0,0.0,0.0
8,2760.75,2663.300048828125,2685.0,2749.97998046875,5875710000,2749.97998046875,2020-04-08,0.03405645287963033,0.03426157291598323,0.001293670004187592,0.0012936700041875917,0.9999999999999998,0.001550087610483366,0.0015500876104833656,0.9999999999999997,0.011256460883697517,0.011281783662290651,0.0,0.0,0.0,0.011281783662290651,0.0,0.0,0.0,0.011281783662290651,0.0,0.0,0.0,0.011281783662290651,0.0,0.0,0.0
9,2818.570068359375,2762.360107421875,2776.989990234375,2789.820068359375,7899550000,2789.820068359375,2020-04-09,0.014487410153376512,0.01564693674952522,0.0003189084624966908,0.00031890846249669086,1.0000000000000002,0.0012349355159852232,0.0012349355159852232,1.0,0.006463785568647485,0.011548919203214473,0.0,0.0,0.0,0.011548919203214473,0.0,0.0,0.0,0.011548919203214473,0.0,0.0,0.0,0.011548919203214473,0.0,0.0,0.0
