,high,low,open,close,volume,adjclose,formatted_date,pct,rolling3,var3,covar3,beta3,var10,covar10,beta10,rolling1,rolling20,var20,covar20,beta20,rolling30,var30,covar30,beta30,rolling50,varfifty,covarfifty,betafifty,rolling250,var250,covar250,beta250
0,30.34000015258789,27.426666259765625,27.663333892822266,28.98666763305664,5907300,27.826412200927734,2020-03-25,0.047837117486820624,0.047837117486820624,0.0,0.0,0.0,0.0,0.0,0.0,0.047837117486820624,0.047837117486820624,0.0,0.0,0.0,0.047837117486820624,0.0,0.0,0.0,0.047837117486820624,0.0,0.0,0.0,0.047837117486820624,0.0,0.0,0.0
1,31.81333351135254,29.760000228881836,30.01333236694336,30.926666259765625,3381900,29.688762664794922,2020-03-27,-0.011084985780440482,0.038546338327339814,0.002088473238403774,0.002088473238403774,1.0,0.0,0.0,0.0,0.038546338327339814,0.038546338327339814,0.0,0.0,0.0,0.038546338327339814,0.0,0.0,0.0,0.038546338327339814,0.0,0.0,0.0,0.038546338327339814,0.0,0.0,0.0
2,33.276668548583984,30.93666648864746,31.343332290649414,33.14666748046875,4312200,31.819900512695312,2020-03-30,0.07178264287947256,0.04652818012489046,0.002502075222128023,0.002502075222128023,1.0,0.0,0.0,0.0,0.046855414465373,0.046855414465373,0.0,0.0,0.0,0.046855414465373,0.0,0.0,0.0,0.046855414465373,0.0,0.0,0.0,0.046855414465373,0.0,0.0,0.0
3,33.46666717529297,31.52666664123535,33.17333221435547,31.649999618530273,4547100,30.383140563964844,2020-03-31,-0.04515287369164589,0.005181594469128729,0.0036169299837003352,0.0036169299837003352,1.0,0.0,0.0,0.0,0.028453756833969224,0.028453756833969224,0.0,0.0,0.0,0.028453756833969224,0.0,0.0,0.0,0.028453756833969224,0.0,0.0,0.0,0.028453756833969224,0.0,0.0,0.0
4,31.09666633605957,30.0,30.040000915527344,30.75666618347168,3176400,29.525564193725586,2020-04-01,-0.028225402454161164,-0.0005318777554448317,0.003993677241617388,0.003993677241617388,1.0,0.0,0.0,0.0,0.01900723028594749,0.01900723028594749,0.0,0.0,0.0,0.01900723028594749,0.0,0.0,0.0,0.01900723028594749,0.0,0.0,0.0,0.01900723028594749,0.0,0.0,0.0
5,31.483333587646484,30.110000610351562,30.683332443237305,31.31999969482422,3711300,30.066347122192383,2020-04-02,0.018315752576938626,-0.01835417452295614,0.0010801474857576657,0.0010801474857576657,1.0,0.0,0.0,0.0,0.018908447756089082,0.018908447756089082,0.0,0.0,0.0,0.018908447756089082,0.0,0.0,0.0,0.018908447756089082,0.0,0.0,0.0,0.018908447756089082,0.0,0.0,0.0
6,31.97333335876465,31.190000534057617,31.510000228881836,31.739999771118164,2555700,30.46954345703125,2020-04-03,0.01341022017740423,0.0011668567667272312,0.0006539447386116446,0.0006539447386116446,1.0,0.0,0.0,0.0,0.018221169308753477,0.018221169308753477,0.0,0.0,0.0,0.018221169308753477,0.0,0.0,0.0,0.018221169308753477,0.0,0.0,0.0,0.018221169308753477,0.0,0.0,0.0
7,35.70333480834961,33.40666580200195,34.90666580200195,33.64666748046875,3376500,32.299888610839844,2020-04-07,-0.006398335928067378,0.024636518728321177,0.0014375985265544153,0.001437598526554415,0.9999999999999999,0.001933274553423015,0.0019332745534230147,0.9999999999999999,0.020626869047758713,0.020626869047758713,0.0,0.0,0.0,0.020626869047758713,0.0,0.0,0.0,0.020626869047758713,0.0,0.0,0.0,0.020626869047758713,0.0,0.0,0.0
8,34.936668395996094,33.74333190917969,33.84333419799805,34.709999084472656,2234700,33.320655822753906,2020-04-08,0.03160280904409962,0.030700715017219642,0.0013436865224136746,0.0013436865224136746,1.0,0.0018614654824926223,0.0018614654824926221,0.9999999999999999,0.01900343820348661,0.021624681774698794,0.0,0.0,0.0,0.021624681774698794,0.0,0.0,0.0,0.021624681774698794,0.0,0.0,0.0,0.021624681774698794,0.0,0.0,0.0
9,36.1966667175293,34.926666259765625,34.926666259765625,35.973331451416016,2221800,34.53342056274414,2020-04-09,0.03639678481844477,0.02053375264482567,0.0005497485971048693,0.0005497485971048693,1.0,0.001476572223166882,0.0014765722231668819,0.9999999999999999,0.014754428357767158,0.022855690361677627,0.0,0.0,0.0,0.022855690361677627,0.0,0.0,0.0,0.022855690361677627,0.0,0.0,0.0,0.022855690361677627,0.0,0.0,0.0
