,high,low,open,close,volume,adjclose,formatted_date,pct,rolling3,var3,covar3,beta3,var10,covar10,beta10,rolling1,rolling20,var20,covar20,beta20,rolling30,var30,covar30,beta30,rolling50,varfifty,covarfifty,betafifty,rolling250,var250,covar250,beta250
0,24.58099937438965,24.190000534057617,24.40999984741211,24.58099937438965,26800,22.753711700439453,2022-02-25,0.015617932463928952,0.015617932463928952,0.0,0.0,0.0,0.0,0.0,0.0,0.015617932463928952,0.015617932463928952,0.0,0.0,0.0,0.015617932463928952,0.0,0.0,0.0,0.015617932463928952,0.0,0.0,0.0,0.015617932463928952,0.0,0.0,0.0
1,24.780000686645508,24.219999313354492,24.780000686645508,24.27199935913086,8300,22.46767807006836,2022-03-01,-0.013253170803502523,0.0010187469609236333,0.00020846547909920916,0.00020846547909920913,0.9999999999999999,0.0,0.0,0.0,0.0010187469609236333,0.0010187469609236333,0.0,0.0,0.0,0.0010187469609236333,0.0,0.0,0.0,0.0010187469609236333,0.0,0.0,0.0,0.0010187469609236333,0.0,0.0,0.0
2,24.709999084472656,24.420000076293945,24.649999618530273,24.65999984741211,14300,22.826839447021484,2022-03-02,0.015985691793919843,0.0011413334042539303,0.00021387954808647222,0.00021387954808647222,1.0,0.0,0.0,0.0,0.004760483169172686,0.004760483169172686,0.0,0.0,0.0,0.004760483169172686,0.0,0.0,0.0,0.004760483169172686,0.0,0.0,0.0,0.004760483169172686,0.0,0.0,0.0
3,24.780000686645508,24.559999465942383,24.770000457763672,24.584999084472656,10700,22.757413864135742,2022-03-03,-0.0030414014628206143,-0.00010296015746776484,0.00022020359947648896,0.00022020359947648894,0.9999999999999999,0.0,0.0,0.0,0.0032001062427740256,0.0032001062427740256,0.0,0.0,0.0,0.0032001062427740256,0.0,0.0,0.0,0.0032001062427740256,0.0,0.0,0.0,0.0032001062427740256,0.0,0.0,0.0
4,24.540000915527344,24.31999969482422,24.459999084472656,24.524999618530273,38100,22.701871871948242,2022-03-04,-0.0024406108936231297,0.0035012264791586998,0.00011698664297361471,0.00011698664297361471,1.0,0.0,0.0,0.0,0.0022599867200411663,0.0022599867200411663,0.0,0.0,0.0,0.0022599867200411663,0.0,0.0,0.0,0.0022599867200411663,0.0,0.0,0.0,0.0022599867200411663,0.0,0.0,0.0
5,24.34000015258789,24.052000045776367,24.34000015258789,24.052000045776367,7000,22.264034271240234,2022-03-07,-0.019286409648405445,-0.008256140668283063,9.13403626573967e-05,9.13403626573967e-05,1.0,0.0,0.0,0.0,-0.0008180699040226351,-0.0008180699040226351,0.0,0.0,0.0,-0.0008180699040226351,0.0,0.0,0.0,-0.0008180699040226351,0.0,0.0,0.0,-0.0008180699040226351,0.0,0.0,0.0
6,24.200000762939453,23.920000076293945,24.149999618530273,23.934999465942383,11300,22.155731201171875,2022-03-08,-0.004864485418451858,-0.008863835320160144,8.294133364887691e-05,8.294133364887691e-05,1.0,0.0,0.0,0.0,-0.001323871843326288,-0.001323871843326288,0.0,0.0,0.0,-0.001323871843326288,0.0,0.0,0.0,-0.001323871843326288,0.0,0.0,0.0,-0.001323871843326288,0.0,0.0,0.0
7,24.364999771118164,24.145000457763672,24.25,24.36400032043457,12100,22.55284309387207,2022-03-10,0.006361151526731668,0.004328697696987183,6.996076413352008e-05,6.996076413352008e-05,1.0,0.00013929148364460778,0.00013929148364460775,0.9999999999999998,0.0007259603762803102,0.0007259603762803102,0.0,0.0,0.0,0.0007259603762803102,0.0,0.0,0.0,0.0007259603762803102,0.0,0.0,0.0,0.0007259603762803102,0.0,0.0,0.0
8,24.579999923706055,24.2189998626709,24.579999923706055,24.2189998626709,9000,22.418621063232422,2022-03-11,-0.005951446125039506,0.0039663774614579666,8.034722080768916e-05,8.034722080768916e-05,1.0,0.00011443516316162295,0.00011443516316162295,1.0,-0.0014309774826165357,0.00011892342161487238,0.0,0.0,0.0,0.00011892342161487238,0.0,0.0,0.0,0.00011892342161487238,0.0,0.0,0.0,0.00011892342161487238,0.0,0.0,0.0
9,24.5,24.204999923706055,24.420000076293945,24.209999084472656,4500,22.410287857055664,2022-03-14,-0.0003717091320315502,1.266542322020392e-05,3.801082308264399e-05,3.801082308264399e-05,1.0,0.00011404673983122619,0.0001140467398312262,1.0000000000000002,-0.0015372963180541378,7.803737547767049e-05,0.0,0.0,0.0,7.803737547767049e-05,0.0,0.0,0.0,7.803737547767049e-05,0.0,0.0,0.0,7.803737547767049e-05,0.0,0.0,0.0
